# z1_ini,z2_ini,a11,a12,a21,a22,t,z1,z2,sol_z1,sol_z2
1.0,1.0,-2.0,-2.0,-1.0,-2.0,0.0,0.9999999999999999,1.0,{'z1_solu': 'z1=(1 + sqrt(2))*exp(-t*(sqrt(2) + 2))/2 + (1 - sqrt(2))*exp(-t*(2 - sqrt(2)))/2', 'z2_solu': 'z2=(sqrt(2) + 2)*exp(-t*(sqrt(2) + 2))/4 + (2 - sqrt(2))*exp(-t*(2 - sqrt(2)))/4'}
1.0,1.0,-2.0,-2.0,-1.0,-2.0,0.020202020202020204,0.921983934141961,0.9413886205795157,{'z1_solu': 'z1=(1 + sqrt(2))*exp(-t*(sqrt(2) + 2))/2 + (1 - sqrt(2))*exp(-t*(2 - sqrt(2)))/2', 'z2_solu': 'z2=(sqrt(2) + 2)*exp(-t*(sqrt(2) + 2))/4 + (2 - sqrt(2))*exp(-t*(2 - sqrt(2)))/4'}
1.0,1.0,-2.0,-2.0,-1.0,-2.0,0.04040404040404041,0.8493012911044081,0.8865890768123431,{'z1_solu': 'z1=(1 + sqrt(2))*exp(-t*(sqrt(2) + 2))/2 + (1 - sqrt(2))*exp(-t*(2 - sqrt(2)))/2', 'z2_solu': 'z2=(sqrt(2) + 2)*exp(-t*(sqrt(2) + 2))/4 + (2 - sqrt(2))*exp(-t*(2 - sqrt(2)))/4'}
1.0,1.0,-2.0,-2.0,-1.0,-2.0,0.06060606060606061,0.7815950300650627,0.8353484258308512,{'z1_solu': 'z1=(1 + sqrt(2))*exp(-t*(sqrt(2) + 2))/2 + (1 - sqrt(2))*exp(-t*(2 - sqrt(2)))/2', 'z2_solu': 'z2=(sqrt(2) + 2)*exp(-t*(sqrt(2) + 2))/4 + (2 - sqrt(2))*exp(-t*(2 - sqrt(2)))/4'}
1.0,1.0,-2.0,-2.0,-1.0,-2.0,0.08080808080808081,0.7185319251456133,0.7874305700859638,{'z1_solu': 'z1=(1 + sqrt(2))*exp(-t*(sqrt(2) + 2))/2 + (1 - sqrt(2))*exp(-t*(2 - sqrt(2)))/2', 'z2_solu': 'z2=(sqrt(2) + 2)*exp(-t*(sqrt(2) + 2))/4 + (2 - sqrt(2))*exp(-t*(2 - sqrt(2)))/4'}
1.0,1.0,-2.0,-2.0,-1.0,-2.0,0.10101010101010102,0.6598009779502696,0.7426151347764072,{'z1_solu': 'z1=(1 + sqrt(2))*exp(-t*(sqrt(2) + 2))/2 + (1 - sqrt(2))*exp(-t*(2 - sqrt(2)))/2', 'z2_solu': 'z2=(sqrt(2) + 2)*exp(-t*(sqrt(2) + 2))/4 + (2 - sqrt(2))*exp(-t*(2 - sqrt(2)))/4'}
1.0,1.0,-2.0,-2.0,-1.0,-2.0,0.12121212121212122,0.6051119359096995,0.7006964200944347,{'z1_solu': 'z1=(1 + sqrt(2))*exp(-t*(sqrt(2) + 2))/2 + (1 - sqrt(2))*exp(-t*(2 - sqrt(2)))/2', 'z2_solu': 'z2=(sqrt(2) + 2)*exp(-t*(sqrt(2) + 2))/4 + (2 - sqrt(2))*exp(-t*(2 - sqrt(2)))/4'}
1.0,1.0,-2.0,-2.0,-1.0,-2.0,0.14141414141414144,0.5541939093784826,0.6614824233016049,{'z1_solu': 'z1=(1 + sqrt(2))*exp(-t*(sqrt(2) + 2))/2 + (1 - sqrt(2))*exp(-t*(2 - sqrt(2)))/2', 'z2_solu': 'z2=(sqrt(2) + 2)*exp(-t*(sqrt(2) + 2))/4 + (2 - sqrt(2))*exp(-t*(2 - sqrt(2)))/4'}
1.0,1.0,-2.0,-2.0,-1.0,-2.0,0.16161616161616163,0.5067940809042278,0.6247939259805224,{'z1_solu': 'z1=(1 + sqrt(2))*exp(-t*(sqrt(2) + 2))/2 + (1 - sqrt(2))*exp(-t*(2 - sqrt(2)))/2', 'z2_solu': 'z2=(sqrt(2) + 2)*exp(-t*(sqrt(2) + 2))/4 + (2 - sqrt(2))*exp(-t*(2 - sqrt(2)))/4'}
1.0,1.0,-2.0,-2.0,-1.0,-2.0,0.18181818181818182,0.4626765005251683,0.5904636421186497,{'z1_solu': 'z1=(1 + sqrt(2))*exp(-t*(sqrt(2) + 2))/2 + (1 - sqrt(2))*exp(-t*(2 - sqrt(2)))/2', 'z2_solu': 'z2=(sqrt(2) + 2)*exp(-t*(sqrt(2) + 2))/4 + (2 - sqrt(2))*exp(-t*(2 - sqrt(2)))/4'}
1.0,1.0,-2.0,-2.0,-1.0,-2.0,0.20202020202020204,0.42162096136248395,0.5583354229698053,{'z1_solu': 'z1=(1 + sqrt(2))*exp(-t*(sqrt(2) + 2))/2 + (1 - sqrt(2))*exp(-t*(2 - sqrt(2)))/2', 'z2_solu': 'z2=(sqrt(2) + 2)*exp(-t*(sqrt(2) + 2))/4 + (2 - sqrt(2))*exp(-t*(2 - sqrt(2)))/4'}
1.0,1.0,-2.0,-2.0,-1.0,-2.0,0.22222222222222224,0.3834219501557605,0.5282635149091947,{'z1_solu': 'z1=(1 + sqrt(2))*exp(-t*(sqrt(2) + 2))/2 + (1 - sqrt(2))*exp(-t*(2 - sqrt(2)))/2', 'z2_solu': 'z2=(sqrt(2) + 2)*exp(-t*(sqrt(2) + 2))/4 + (2 - sqrt(2))*exp(-t*(2 - sqrt(2)))/4'}
1.0,1.0,-2.0,-2.0,-1.0,-2.0,0.24242424242424243,0.3478876677466607,0.5001118667500184,{'z1_solu': 'z1=(1 + sqrt(2))*exp(-t*(sqrt(2) + 2))/2 + (1 - sqrt(2))*exp(-t*(2 - sqrt(2)))/2', 'z2_solu': 'z2=(sqrt(2) + 2)*exp(-t*(sqrt(2) + 2))/4 + (2 - sqrt(2))*exp(-t*(2 - sqrt(2)))/4'}
1.0,1.0,-2.0,-2.0,-1.0,-2.0,0.26262626262626265,0.31483911484880134,0.4737534832251144,{'z1_solu': 'z1=(1 + sqrt(2))*exp(-t*(sqrt(2) + 2))/2 + (1 - sqrt(2))*exp(-t*(2 - sqrt(2)))/2', 'z2_solu': 'z2=(sqrt(2) + 2)*exp(-t*(sqrt(2) + 2))/4 + (2 - sqrt(2))*exp(-t*(2 - sqrt(2)))/4'}
1.0,1.0,-2.0,-2.0,-1.0,-2.0,0.2828282828282829,0.28410923875254174,0.44906982155679553,{'z1_solu': 'z1=(1 + sqrt(2))*exp(-t*(sqrt(2) + 2))/2 + (1 - sqrt(2))*exp(-t*(2 - sqrt(2)))/2', 'z2_solu': 'z2=(sqrt(2) + 2)*exp(-t*(sqrt(2) + 2))/4 + (2 - sqrt(2))*exp(-t*(2 - sqrt(2)))/4'}
1.0,1.0,-2.0,-2.0,-1.0,-2.0,0.30303030303030304,0.25554213690340055,0.4259502282431139,{'z1_solu': 'z1=(1 + sqrt(2))*exp(-t*(sqrt(2) + 2))/2 + (1 - sqrt(2))*exp(-t*(2 - sqrt(2)))/2', 'z2_solu': 'z2=(sqrt(2) + 2)*exp(-t*(sqrt(2) + 2))/4 + (2 - sqrt(2))*exp(-t*(2 - sqrt(2)))/4'}
