# z1_ini,z2_ini,a11,a12,a21,a22,t,z1,z2,sol_z1,sol_z2
1.0,1.0,-1.0,-2.0,0.0,1.0,0.0,1.0,1.0,{'z1_solu': 'z1=-exp(t) + 2*exp(-t)', 'z2_solu': 'z2=exp(t)'}
1.0,1.0,-1.0,-2.0,0.0,1.0,0.020202020202020204,0.9395938846195588,1.0204074621272825,{'z1_solu': 'z1=-exp(t) + 2*exp(-t)', 'z2_solu': 'z2=exp(t)'}
1.0,1.0,-1.0,-2.0,0.0,1.0,0.04040404040404041,0.8795712508596742,1.0412313887650415,{'z1_solu': 'z1=-exp(t) + 2*exp(-t)', 'z2_solu': 'z2=exp(t)'}
1.0,1.0,-1.0,-2.0,0.0,1.0,0.06060606060606061,0.8199076013526634,1.0624802788970016,{'z1_solu': 'z1=-exp(t) + 2*exp(-t)', 'z2_solu': 'z2=exp(t)'}
1.0,1.0,-1.0,-2.0,0.0,1.0,0.08080808080808081,0.7605785852450606,1.0841628049495768,{'z1_solu': 'z1=-exp(t) + 2*exp(-t)', 'z2_solu': 'z2=exp(t)'}
1.0,1.0,-1.0,-2.0,0.0,1.0,0.10101010101010102,0.7015599882591712,1.1062878163313936,{'z1_solu': 'z1=-exp(t) + 2*exp(-t)', 'z2_solu': 'z2=exp(t)'}
1.0,1.0,-1.0,-2.0,0.0,1.0,0.12121212121212122,0.6428277228103629,1.1288643430450507,{'z1_solu': 'z1=-exp(t) + 2*exp(-t)', 'z2_solu': 'z2=exp(t)'}
1.0,1.0,-1.0,-2.0,0.0,1.0,0.14141414141414144,0.58435781817607,1.1519015993725819,{'z1_solu': 'z1=-exp(t) + 2*exp(-t)', 'z2_solu': 'z2=exp(t)'}
1.0,1.0,-1.0,-2.0,0.0,1.0,0.16161616161616163,0.5261264107124879,1.175408987636134,{'z1_solu': 'z1=-exp(t) + 2*exp(-t)', 'z2_solu': 'z2=exp(t)'}
1.0,1.0,-1.0,-2.0,0.0,1.0,0.18181818181818182,0.46810973411497536,1.1993961020353858,{'z1_solu': 'z1=-exp(t) + 2*exp(-t)', 'z2_solu': 'z2=exp(t)'}
